msgid,msgstr
Enable,Povoliť
Enable Allow Auto Repeat for the doctype {0} in Customize Form,Povoliť Automatické Opakovanie pre typ dokumentu {0} v Prispôsobiť formulár
Enable Auto Reply,Povoliť automatickú odpoveď
Enable Automatic Backup,Povoliť automatickú zálohu
Enable Automatic Linking in Documents,Povoliť automatické prepojenie v dokumentoch
Enable Comments,Povoliť komentáre
Enable Email Notification,Povoliť e-mailové upozornenie
Enable Email Notifications,Povoliť e-mailové upozornenia
Enable Google API in Google Settings.,Povoľte Google API v nastaveniach Google.
Enable Google indexing,Povoliť indexovanie Google
Enable Incoming,Povoliť prichádzajúce
Enable Onboarding,Povoliť úvodné nastavenie
Enable Outgoing,Povoliť odosielanie
Enable Password Policy,Povoliť politiku hesiel
Enable Prepared Report,Povoliť pripravenú správu
Enable Print Server,Povoliť tlačový server
Enable Push Notification Relay,Povoliť prenos push notifikácií
Enable Rate Limit,Povoliť limit rýchlosti
Enable Raw Printing,Povoliť surovú tlač
Enable Report,Povoliť správu
Enable Scheduled Jobs,Povoliť plánované úlohy
Enable Scheduler,Povoliť plánovač
Enable Security,Povoliť zabezpečenie
Enable Social Login,Povoliť sociálne prihlásenie
Enable Social Sharing,Povoliť zdieľanie na sociálnych sieťach
Enable Tracking Page Views,Povoliť sledovanie zobrazení stránok
Enable Two Factor Auth,Povoliť dvojfaktorové overenie
Enable Website Tracking,Povoliť sledovanie web stránky
Enable developer mode to create a standard Print Template,Povoliť vývojársky režim na vytvorenie štandardnej šablóny tlače
Enable developer mode to create a standard Web Template,Povoľte vývojársky režim na vytvorenie štandardnej šablóny webu
Enable email notification for any comment or likes received on your Blog Post.,Povoliť e-mailové upozornenie pre akýkoľvek komentár alebo lajky prijaté na vašom blogovom príspevku.
Enable if on click opens modal.,"Povoliť, ak sa pri kliku otvorí modálne okno."
Enable in-app website tracking,Povoliť sledovanie webu v aplikácii
Enabled,Povolené
Enabled Scheduler,Povolený plánovač
Enabled email inbox for user {0},Povolená e-mailová schránka pre používateľa {0}
Enabled scheduled execution for script {0},Povolené plánované vykonanie pre skript {0}
Enables Calendar and Gantt views.,Umožňuje zobrazenie Kalendára a Gantta.
Enabling auto reply on an incoming email account will send automated replies to all the synchronized emails. Do you wish to continue?,Povolenie automatickej odpovede na prichádzajúcom e-mailovom účte bude odosielať automatické odpovede na všetky synchronizované e-maily. Prajete si pokračovať?
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","Povolením tejto možnosti zaregistrujete svoju stránku na centrálnom serveri prenosu, aby bolo možné posielať push notifikácie pre všetky nainštalované aplikácie prostredníctvom Firebase Cloud Messaging. Tento server ukladá iba používateľské tokeny a chybové záznamy, a žiadne správy nie sú uložené."
"Enabling this will register your site on a central relay server to send push notifications for all installed apps through Firebase Cloud Messaging. This server only stores user tokens and error logs, and no messages are saved.","Povolenie tejto funkcie zaregistruje vaše stránky na centrálnom serveri relé pre odosielanie push notifikácií pre všetky nainštalované aplikácie prostredníctvom Firebase Cloud Messaging. Tento server ukladá iba tokeny používateľov a chybové záznamy, žiadne správy sa neukladajú."
Enabling this will submit documents in background,Povolením tejto možnosti sa dokumenty odošlú na pozadí
Encrypt Backups,Šifrovať zálohy
Encryption key is in invalid format!,Šifrovací kľúč má neplatný formát!
Encryption key is invalid! Please check site_config.json,Šifrovací kľúč je neplatný! Skontrolujte site_config.json
End Date,Dátum ukončenia
End Date Field,Pole dátumu ukončenia
End Date cannot be before Start Date!,Dátum ukončenia nemôže byť pred dátumom začiatku!
Ended At,Skončilo sa o
Endpoint URL,URL koncového bodu
Endpoints,Koncové body
Ends on,Končí dňa
Energy Point,Energetický bod
Energy Point Log,Energetický bodový záznam
Energy Point Rule,Pravidlo energetického bodu
Energy Point Settings,Nastavenia energetických bodov
Energy Point Update on {0},Aktualizácia energetických bodov pre {0}
Energy Points,Energetické body
Enqueued By,Zaradené používateľom
Enqueued creation of indexes,Zaradenie vytvorenia indexov do fronty
Ensure the user and group search paths are correct.,"Uistite sa, že cesty na vyhľadávanie používateľov a skupín sú správne."
Enter Client Id and Client Secret in Google Settings.,Zadajte Identifikátor klienta a Tajomstvo klienta v Nastaveniach Google.
Enter Code displayed in OTP App.,Zadajte kód zobrazený v OTP aplikácii.
Enter Email Recipient(s),Zadajte príjemcov e-mailu
Enter Form Type,Zadajte typ formulára
Enter Value,Zadajte hodnotu
Enter a name for this {0},Zadajte názov pre tento {0}
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Zadajte predvolené hodnoty polí (kľúčov) a hodnôt. Ak pridáte viac hodnôt pre pole, bude vybraná prvá. Tieto predvolené hodnoty sa tiež používajú na nastavenie pravidiel povolení ""zhody"". Ak chcete vidieť zoznam polí, prejdite na ""Prispôsobiť formulár""."
Enter folder name,Zadajte názov priečinka
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Zadajte statické URL parametre sem (napr. sender=ERPNext, username=ERPNext, password=1234 atď.)"
Enter url parameter for message,Zadajte parameter URL pre správu
Enter url parameter for receiver nos,Zadajte parameter URL pre čísla prijímateľov
Enter your password,Zadajte svoje heslo
Entity Name,Názov entity
Entity Type,Typ entity
Equals,Rovná sa
Error,Chyba
Error,Chyba
Error Code: {0},Chybový kód: {0}
Error Log,Protokol chýb
Error Logs,Záznamy chýb
Error Message,Chybové hlásenie
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.","Chyba pripojenia k aplikácii QZ Tray...<br><br> Na používanie funkcie Raw Print musíte mať nainštalovanú a spustenú aplikáciu QZ Tray.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Kliknite sem pre stiahnutie a inštaláciu QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Kliknite sem pre viac informácií o tlači Raw Printing</a>."
Error connecting via IMAP/POP3: {e},Chyba pri pripájaní cez IMAP/POP3: {e}
Error connecting via SMTP: {e},Chyba pri pripájaní cez SMTP: {e}
Error has occurred in {0},Nastal error v {0}
Error in Client Script,Chyba v skripte klienta
Error in Client Script.,Chyba v skripte klienta.
Error in Header/Footer Script,Chyba v Skripte Hlavičky/Päty
Error in Notification,Chyba v oznámení
Error in print format on line {0}: {1},Chyba vo formáte tlače na riadku {0}: {1}
Error while connecting to email account {0},Chyba pri pripájaní k e-mailovému účtu {0}
Error while evaluating Notification {0}. Please fix your template.,"Chyba pri vyhodnocovaní upozornenia {0}. Prosím, opravte svoju šablónu."
Error: Document has been modified after you have opened it,"Chyba: Dokument bol zmenený potom, čo ste ho otvorili"
Error: Value missing for {0}: {1},Chyba: Chýbajúca hodnota pre {0}: {1}
Errors,Chyby
Event,Událosť
Event Category,Kategória udalosti
Event Frequency,Frekvencia udalostí
Event Participants,Účastníci udalosti
Event Reminders,Pripomienky udalosti
Event Synced with Google Calendar.,Udalosť synchronizovaná s Google Kalendárom.
Event Type,Typ udalosti
Events,Události
Events in Today's Calendar,Udalosti v dnešnom kalendári
"Every form in ERPNext has a standard set of fields. If you need to capture some information, but there is no standard Field available for it, you can insert Custom Field for it.  Once custom fields are added, you can use them for reports and analytics charts as well.","Každý formulár v ERPNext má štandardný súbor polí. Ak potrebujete zachytiť nejaké informácie, ale neexistuje pre ne žiadne štandardné pole, môžete pre ne vložiť vlastné pole.  Keď sú vlastné polia pridané, môžete ich použiť aj na správy a analytické grafy."
Everyone,Všetci
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Príklad: ""colors"": [""#d1d8dd"", ""#ff5858""]"
Exact Copies,Presné kópie
Example,Príklad
"Example: ""/desk""","Príklad: ""/desk"""
Example: #Tree/Account,Príklad: #Tree/Account
Example: 00001,Príklad: 00001
Example: Setting this to 24:00 will log out a user if they are not active for 24:00 hours.,"Príklad: Nastavenie tohto na 24:00 odhlási používateľa, ak nie je aktívny 24:00 hodín."
Example: {{ subject }},Príklad: {{ subject }}
Excel,Excel
Excellent,Výborné
Exception,Výnimka
Execute,Vykonať
Execute Console script,Spustiť skript konzoly
Executing...,Vykonávanie...
Execution Time: {0} sec,Čas vykonávania: {0} s
Executive,Výkonný
Expand,Rozbaliť
Expand,Rozbaliť
Expand All,Rozbaliť všetko
Experimental,Experimentálny
Expert,Expert
Expiration time,Čas vypršania platnosti
Expire Notification On,Upozornenie na vypršanie
Expired,Vypršalo
Expires In,Vyprší o
Expires On,Platí do
Expiry time of QR Code Image Page,Čas uplynutia platnosti stránky s obrázkom QR kódu
Export,Exportovať
Export,Exportovať
Export 1 record,Exportovať 1 záznam
Export Custom Permissions,Exportovať vlastné povolenia
Export Customizations,Export vlastných úprav
Export Data,Exportovať údaje
Export Errored Rows,Exportovať riadky s chybami
Export From,Exportovať z
Export Import Log,Export Import Log
Export Report: {0},Exportovať správu: {0}
Export Type,Typ exportu
Export all matching rows?,Exportovať všetky zodpovedajúce riadky?
Export all {0} rows?,Exportovať všetkých {0} riadkov?
Export as zip,Exportovať ako zip
Export not allowed. You need {0} role to export.,Export nie je povolený. Na export potrebujete rolu {0}.
Export the data without any header notes and column descriptions,Exportujte údaje bez akýchkoľvek poznámok hlavičky a popisov stĺpcov
Export without main header,Exportovať bez hlavného záhlavia
Export {0} records,Exportovať {0} záznamov
Exported permissions will be force-synced on every migrate overriding any other customization.,"Exportované povolenia budú pri každej migrácii nútene synchronizované, čím sa prepíšu akékoľvek iné prispôsobenia."
Expose Recipients,Zobraziť príjemcov
Expression,Výraz
Expression (old style),Výraz (starý štýl)
"Expression, Optional","Výraz, Voliteľné"
Extra Parameters,Ďalšie parametre
Facebook,Facebook
Fail,Zlyhanie
Failed,Zlyhalo
Failed Emails,Neúspešné e-maily
Failed Job Count,Počet neúspešných úloh
Failed Jobs,Neúspešné úlohy
Failed Logins (Last 30 days),Zlyhané prihlásenia (posledných 30 dní)
Failed Transactions,Neúspešné transakcie
Failed to aquire lock: {}. Lock may be held by another process.,Zlyhalo získanie zámku: {}. Zámok môže byť držaný iným procesom.
Failed to change password.,Nepodarilo sa zmeniť heslo.
Failed to complete setup,Zlyhalo dokončenie nastavenia
Failed to compute request body: {},Zlyhalo výpočítanie tela žiadosti: {}
Failed to connect to server,Nepodarilo sa pripojiť k serveru
"Failed to decode token, please provide a valid base64-encoded token.","Nepodarilo sa dekódovať token, prosím, poskytnite platný token kódovaný v base64."
Failed to decrypt key {0},Nepodarilo sa dešifrovať kľúč {0}
Failed to delete {0} documents: {1},Nepodarilo sa vymazať {0} dokumentov: {1}
Failed to enable scheduler: {0},Zlyhalo povolenie plánovača: {0}
Failed to evaluate conditions: {},Nepodarilo sa vyhodnotiť podmienky: {}
Failed to export python type hints,Zlyhalo exportovanie typových náznakov Pythonu
Failed to generate names from the series,Zlyhalo generovanie názvov zo série
Failed to generate preview of series,Nepodarilo sa vygenerovať náhľad série
Failed to get method for command {0} with {1},Nepodarilo sa získať metódu pre príkaz {0} s {1}
Failed to get method {0} with {1},Zlyhalo získanie metódy {0} s {1}
"Failed to import virtual doctype {}, is controller file present?","Zlyhalo importovanie virtuálneho typu dokumentu {}, je prítomný súbor kontroléra?"
Failed to optimize image: {0},Nepodarilo sa optimalizovať obrázok: {0}
Failed to send email with subject:,Nepodarilo sa odoslať e-mail s predmetom:
Failed to send notification email,Nepodarilo sa odoslať e-mail s upozornením
Failed to update global settings,Nepodarilo sa aktualizovať globálne nastavenia
Failing Scheduled Jobs (last 7 days),Zlyhávajúce naplánované úlohy (posledných 7 dní)
Failure,Zlyhanie
Failure Rate,Miera zlyhania
FavIcon,FavIcon
Fax,Fax
Featured,Prednostný
Feedback,Spätná väzba
Feedback Request,Žiadosť o spätnú väzbu
Female,Žena
Fetch From,Načítať z
Fetch Images,Načítať obrázky
Fetch attached images from document,Načítať priložené obrázky z dokumentu
Fetch on Save if Empty,"Načítať pri ukladaní, ak je prázdne"
Fetching default Global Search documents.,Načítavanie predvolených dokumentov globálneho vyhľadávania.
Field,Pole
"Field ""route"" is mandatory for Web Views","Pole ""route"" je povinné pre Webové zobrazenia"
"Field ""title"" is mandatory if ""Website Search Field"" is set.","Pole ""title"" je povinné, ak je nastavené ""Website Search Field""."
